trigger_word,theme,source_lexicon,section,count,per_1000_words,context_snippet,symbol,filing_date,call_date,url
capex,capital_actions,custom,QnA,17,2.578101304215954,"sh plus, the EBITDA that we will accrue over the next couple of years, what is the total CAPEX outlay now? Yash Mutha: So, if you consider the cash that we have in the books curren",KRSNAA,2021-10-19,2021-10-19,https://nsearchives.nseindia.com/corporate/KRSNAA_19102021152625_543328_KDLECTS.pdf
order book,positive_guidance,custom,remarks,13,1.5744217027976262,"tion and participate more meaningfully in critical national programs. Our stand-alone order book now stands at INR1,891 crores, giving us strong visibility for the coming quarters.",ASTRAMICRO,2025-08-20,2025-08-14,https://nsearchives.nseindia.com/corporate/ASTRAMICRO_20082025110442_Conferencecalltranscript.pdf
too early to comment,hedging_evasion,custom,remarks,1,0.12110936175366356,"tting more similar shipborne radar, but these are all in discussion stage. I think it is too early to comment on the quantity and as well as the business -- how much business we ca",ASTRAMICRO,2025-08-20,2025-08-14,https://nsearchives.nseindia.com/corporate/ASTRAMICRO_20082025110442_Conferencecalltranscript.pdf
not in a position,hedging_evasion,custom,remarks,1,0.12110936175366356,", at least some quantity can be definitely inducted. So only thing is that today, we are not in a position to tell when and how much quantity can be inducted in the Phase 1. We are",ASTRAMICRO,2025-08-20,2025-08-14,https://nsearchives.nseindia.com/corporate/ASTRAMICRO_20082025110442_Conferencecalltranscript.pdf
cannot comment,hedging_evasion,custom,remarks,1,0.12110936175366356,proto maybe in the next couple of years. But this is in a development stage as of now. I cannot comment exactly on timelines because we are not the prime party to execute the syste,ASTRAMICRO,2025-08-20,2025-08-14,https://nsearchives.nseindia.com/corporate/ASTRAMICRO_20082025110442_Conferencecalltranscript.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.12110936175366356,"re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. I now hand the conference over to Mr. S. G. Reddy, Managing Director ",ASTRAMICRO,2025-08-20,2025-08-14,https://nsearchives.nseindia.com/corporate/ASTRAMICRO_20082025110442_Conferencecalltranscript.pdf
order book,positive_guidance,custom,remarks,22,2.121708940109943,"eve this will enhance both utilization rates and profitability going forward. Our total order book position stands at Rs. 1,736 crores as of 31st March 2025. On a standalone basis ",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
margin expansion,positive_guidance,custom,remarks,1,0.09644131545954286,"ain, just in closing, I would say that we continue our path of revenue growth as well as margin expansion. We have a clear plan around that and we are working towards that. Please ",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
headwinds,negative_caution,custom,remarks,1,0.09644131545954286,"ge 3 of 22 For the full-year, while margins in our core business improved, we faced some headwinds from our Canadian subsidiary. We are taking decisive actions to address those cha",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
slowdown,negative_caution,custom,remarks,1,0.09644131545954286,"e past year announced significant layoffs and resizing the team to be able to manage the slowdown in the activity and demand that they have seen there. So, these have been two sect",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
muted,negative_caution,custom,remarks,2,0.19288263091908572,"adding to the order book question, if you look at the year-end order book, it is really muted. So, is it a strategic call that we are not taking the contracts in that separately wh",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
capex,capital_actions,custom,remarks,5,0.4822065772977143,"ady repaid Rs. 110 crores, while the remaining funds are strategically allocated towards CAPEX and general corporate purposes. In conclusion: I am happy to report to you a strong t",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
qip,capital_actions,custom,remarks,1,0.09644131545954286,"ou may also know, we successfully raised Rs. 210 crores from our marquee investors via a QIP during the last quarter, which reflects a strong confidence in our company's future gro",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
debt reduction,capital_actions,custom,remarks,1,0.09644131545954286,"g confidence in our company's future growth potential. The fund utilization has been for debt reduction Rs. 115 crores. Out of which, we have already repaid Rs. 110 crores, while t",CENTUM,2025-05-30,2025-05-30,https://nsearchives.nseindia.com/corporate/CENTUME_30052025171628_Intimation.pdf
order book,positive_guidance,custom,remarks,7,3.699788583509514,"hura, Jhansi, Nimtita, Byculla are driving a major part of the revenues. In terms of the order book for the second quarter, we have achieved the highest order book of Rs 2,877 Cror",GPTINFRA,2023-11-14,,https://nsearchives.nseindia.com/corporate/GPTINFRA_14112023165751_TranscriptQ2.pdf
order book,positive_guidance,custom,QnA,3,0.9587727708533078,"bidding pipeline or order pipeline which you are… Atul Tantia: We are on an unexecuted order book of almost Rs 2,877 Crores and the L1 in further almost Rs 200 Crores of order. Mod",GPTINFRA,2023-11-14,,https://nsearchives.nseindia.com/corporate/GPTINFRA_14112023165751_TranscriptQ2.pdf
muted,negative_caution,custom,QnA,3,0.9587727708533078,"November 09, 2023 Page 7 of 15 Sudhir Bheda: So that means second-half would be muted kind of growth 15% because 35% we have already grown. So, to get the average of 25%, our",GPTINFRA,2023-11-14,,https://nsearchives.nseindia.com/corporate/GPTINFRA_14112023165751_TranscriptQ2.pdf
margin expansion,positive_guidance,custom,remarks,3,0.9345794392523364,"so this year it is going to be a very important year on razor sharp focus on execution, margin expansion and also bringing the balance sheet to size. The detailed deck has got indi",STAR,2022-06-01,,https://nsearchives.nseindia.com/corporate/STAR_01062022103941_1_SEIntimation_Earningscalltranscript.pdf
capex,capital_actions,custom,QnA,4,0.9180628873077806,"ay I appreciate the color, Arun. Just a final data point what is the sort of maintenance capex you should build in for this year approximately. Arun Kumar: The good thing now is th",STAR,2022-06-01,,https://nsearchives.nseindia.com/corporate/STAR_01062022103941_1_SEIntimation_Earningscalltranscript.pdf
debt reduction,capital_actions,custom,QnA,1,0.22951572182694516,ser to H2 and closer to the end of the year. Tushar Manudhane: Just on this 450 Crores debt reduction that could be largely from the internal accruals because the kind of margin tr,STAR,2022-06-01,,https://nsearchives.nseindia.com/corporate/STAR_01062022103941_1_SEIntimation_Earningscalltranscript.pdf
debt repayment,capital_actions,custom,QnA,1,0.22951572182694516,"y, maybe I will reach out offline on that one. The next question Arun is the 1000 Crores debt repayment that you have outlined, does that include anything to do with Stelis seconda",STAR,2022-06-01,,https://nsearchives.nseindia.com/corporate/STAR_01062022103941_1_SEIntimation_Earningscalltranscript.pdf
record quarter,positive_guidance,custom,remarks,1,0.42735042735042733,-mile delivery. Coming back to Q3 FY24. I am particularly happy to note that it was a record quarter for the VE Commercial Vehicles with market share gains across the business segm,EICHERMOT,2024-02-17,,https://nsearchives.nseindia.com/corporate/EICHERMOT_17022024172737_EMLEarninngCallsTranscript17022024Signed.pdf
market share gain,positive_guidance,custom,remarks,2,0.8547008547008547,"cles now, which is our joint venture with Volvo. We had an extremely strong quarter with market share gains across the board and across business segments. We just recently conclude",EICHERMOT,2024-02-17,,https://nsearchives.nseindia.com/corporate/EICHERMOT_17022024172737_EMLEarninngCallsTranscript17022024Signed.pdf
best ever,positive_guidance,custom,remarks,1,0.42735042735042733,"n absolutely outstanding this year, and we've registered record-breaking performances of best ever Revenue, EBITDA, and PAT. So, coming to financials, we're talking about our conso",EICHERMOT,2024-02-17,,https://nsearchives.nseindia.com/corporate/EICHERMOT_17022024172737_EMLEarninngCallsTranscript17022024Signed.pdf
buyback,capital_actions,custom,remarks,2,0.8547008547008547,"ring more value-added services for our consumers. We launched the industry first assured Buyback and REOWN, which is actually, earlier it used to be the reused motorcycles, which i",EICHERMOT,2024-02-17,,https://nsearchives.nseindia.com/corporate/EICHERMOT_17022024172737_EMLEarninngCallsTranscript17022024Signed.pdf
one-off,negative_caution,custom,QnA,3,0.45126353790613716,"a few events, new launches that happened in the last couple of months. So, is there any one-off element to the other expenses that we should bear in mind, which is not going to rep",EICHERMOT,2024-02-17,,https://nsearchives.nseindia.com/corporate/EICHERMOT_17022024172737_EMLEarninngCallsTranscript17022024Signed.pdf
difficult to say,hedging_evasion,custom,QnA,1,0.15042117930204574,"ike you said, the first motorcycle is Himalayan, and we will have others over time. It's difficult to say exactly because we have many different segments that this will touch. Firs",EICHERMOT,2024-02-17,,https://nsearchives.nseindia.com/corporate/EICHERMOT_17022024172737_EMLEarninngCallsTranscript17022024Signed.pdf
buyback,capital_actions,custom,QnA,5,0.7521058965102286,"Eicher Motors February 13, 2024 Page 8 of 13 The second question is on the assured buyback programme. I believe we started it in mid- October in 12 cities and then we started the R",EICHERMOT,2024-02-17,,https://nsearchives.nseindia.com/corporate/EICHERMOT_17022024172737_EMLEarninngCallsTranscript17022024Signed.pdf
order book,positive_guidance,custom,QnA,2,0.24061597690086622,"body. This is Rohan here. Like he said, we're excited about Q4 FY'24. We've got a strong order book build up based on very large new wins. And we look forward to sharing those deve",MAPMYINDIA,2024-01-20,,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_20012024191342_MMI_Q3FY2024_EarningsCallTranscript.pdf
operating leverage,positive_guidance,custom,QnA,1,0.12030798845043311,"ay, going up to 10%. The basic reason is the more the SaaS revenue is kicking in and the operating leverage is happening, the EBITDA will keep going up. And that's our sales strate",MAPMYINDIA,2024-01-20,,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_20012024191342_MMI_Q3FY2024_EarningsCallTranscript.pdf
capex,capital_actions,custom,QnA,1,0.12030798845043311,"on that in terms of what are the kind of deployment that you are looking at in terms of capex or anything else? Rakesh Verma: Well, yes, the company has INR500 crores, it has gener",MAPMYINDIA,2024-01-20,,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_20012024191342_MMI_Q3FY2024_EarningsCallTranscript.pdf
qip,capital_actions,custom,QnA,5,0.6015399422521656,"you are allowed to discuss about it, but we would love to know the status of the planned QIP. Rohan Verma: Status of? Sarang Sanil: The planned QIP. Rohan Verma: Planned QIP.",MAPMYINDIA,2024-01-20,,https://nsearchives.nseindia.com/corporate/MAPMYINDIA_20012024191342_MMI_Q3FY2024_EarningsCallTranscript.pdf
capex,capital_actions,custom,remarks,1,0.3827018752391887,on of cash from operation and our free cash flow was Rs. 653 million after adjusting for CAPEX of Rs. 147 million. We also had a closing cash balance including investment which sto,FSL,2023-02-09,2023-02-09,https://nsearchives.nseindia.com/corporate/FSL_09022023190654_EarningTranscritQ3FY2023.pdf
headwinds,negative_caution,custom,QnA,2,0.4195510803440319,"ent is good, some of the businesses like mortgage, collections and providers which faced headwinds in FY23, those headwinds will ease off, so that will kind of remove some of the f",FSL,2023-02-09,2023-02-09,https://nsearchives.nseindia.com/corporate/FSL_09022023190654_EarningTranscritQ3FY2023.pdf
one-off,negative_caution,custom,QnA,1,0.20977554017201594,"nse that has reduced from Rs. 344 crores in Q2 to Rs. 310 crores in Q3, so is there some one-off in that or is there some rationalization and is it sustainable? Dinesh Jain: I thin",FSL,2023-02-09,2023-02-09,https://nsearchives.nseindia.com/corporate/FSL_09022023190654_EarningTranscritQ3FY2023.pdf
cost pressure,negative_caution,custom,QnA,1,0.20977554017201594,"tion business, digital collection and UK BFS had delivered strong growth and some of the cost pressures that we saw in UK from labour cost and fulfilment we seem to kind of coming ",FSL,2023-02-09,2023-02-09,https://nsearchives.nseindia.com/corporate/FSL_09022023190654_EarningTranscritQ3FY2023.pdf
we will come back,hedging_evasion,custom,QnA,3,0.6293266205160478,"ong gains above the cost focus and the action we have done, and we do expect that by Q4, we will come back to our last year average of between 11.5% and 12% on a run rate basis and",FSL,2023-02-09,2023-02-09,https://nsearchives.nseindia.com/corporate/FSL_09022023190654_EarningTranscritQ3FY2023.pdf
strong demand,positive_guidance,custom,remarks,1,0.3604902667627974,"up with projects, you know, one after the other in tandem. And that has resulted in very strong demand creation. By and large, all these projects have shown fairly good sort of, yo",SIGNATURE,2025-02-17,2025-02-17,https://nsearchives.nseindia.com/corporate/SGLOBAL_17022025173628_transcript170225signed.pdf
best ever,positive_guidance,custom,remarks,1,0.3604902667627974,", the booked profit after tax of the Rs. 40 crore in 9-month FY '25. Also, we have our best ever 9-month performance with the pre-sale of INR 86.7 billion, representing an impressi",SIGNATURE,2025-02-17,2025-02-17,https://nsearchives.nseindia.com/corporate/SGLOBAL_17022025173628_transcript170225signed.pdf
slowdown,negative_caution,custom,remarks,4,0.48036507745886875,"h us. Kanv Garg: Okay. And ma'am, my second question is, I think there is a significant slowdown in biotech funding, right, in the US So just wanted to understand what percentage o",VIMTALABS,2025-07-25,2025-07-21,https://nsearchives.nseindia.com/corporate/VIMTALABS_25072025210646_Reg30_Transcript.pdf
one-off,negative_caution,custom,remarks,1,0.12009126936471719,"helping them with their new product developments, be it small molecules or peptides and one-off cases of biologics. So we have been providing these companies with characterization ",VIMTALABS,2025-07-25,2025-07-21,https://nsearchives.nseindia.com/corporate/VIMTALABS_25072025210646_Reg30_Transcript.pdf
cost pressure,negative_caution,custom,remarks,1,0.12009126936471719,"or the quarter stood at 19%. I'd like to highlight that despite external factors such as cost pressures, we have maintained our margins. Vimta Labs Limited July 21, 2025 Page 4 of",VIMTALABS,2025-07-25,2025-07-21,https://nsearchives.nseindia.com/corporate/VIMTALABS_25072025210646_Reg30_Transcript.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.12009126936471719,"or 2%, and this could happen in the coming quarters or the coming couple of years. Very difficult to predict, okay? And coming to whether we are on track with that INR120 crores to",VIMTALABS,2025-07-25,2025-07-21,https://nsearchives.nseindia.com/corporate/VIMTALABS_25072025210646_Reg30_Transcript.pdf
capex,capital_actions,custom,remarks,17,2.0415515792001924,"veshaay. Ajay Surya: Ma'am, my question is, firstly, when I look at in FY '25, we did a capex of almost around INR80 crores, of which maybe INR25 crores to INR30 crores was for new",VIMTALABS,2025-07-25,2025-07-21,https://nsearchives.nseindia.com/corporate/VIMTALABS_25072025210646_Reg30_Transcript.pdf
capex,capital_actions,custom,remarks,1,0.774593338497289,is now completed and we are on track to start operations by July-August 2025. The total capex including land is estimated to be around 8 to 10 crores with a payback period of aroun,PYRAMID,2025-06-02,,https://nsearchives.nseindia.com/corporate/PYRAMIDTECHNO_02062025171641_covering_letter_and_trans.pdf
capex,capital_actions,custom,QnA,16,2.0931449502878072,"garwal: If you see, the other expense has been increased by Rs. 4-5 Cr. Had we done no Capex the profit would have risen by Rs. 6-7 Cr. this time, but this Rs. 4-5 Cr. has been bec",PYRAMID,2025-06-02,,https://nsearchives.nseindia.com/corporate/PYRAMIDTECHNO_02062025171641_covering_letter_and_trans.pdf
debt repayment,capital_actions,custom,QnA,1,0.13082155939298795,"ng the interest of 2-2.5 crores already in that. Saket Kapoor: Will we plan out the debt repayment process? Will it go through cash accrual? Bijay Kumar Agarwal: Yes, As of now we ",PYRAMID,2025-06-02,,https://nsearchives.nseindia.com/corporate/PYRAMIDTECHNO_02062025171641_covering_letter_and_trans.pdf
strong demand,positive_guidance,custom,remarks,1,0.33444816053511706,"enue growth along with improved profitability. This was driven by disciplined execution, strong demand across key segments and continued momentum in our strategic priorities. I am ",GREAVESCOT,2026-05-13,2026-05-13,https://nsearchives.nseindia.com/corporate/GREAVESCOT_13052026183811_SignedIntimationfortranscript.pdf
capacity expansion,positive_guidance,custom,remarks,1,0.33444816053511706,"etely aligned with our strategic priorities, focusing on R&D and technological upgrades, capacity expansion and digital tools. To summarize: FY '26 has been a year of consistent gr",GREAVESCOT,2026-05-13,2026-05-13,https://nsearchives.nseindia.com/corporate/GREAVESCOT_13052026183811_SignedIntimationfortranscript.pdf
margin expansion,positive_guidance,custom,remarks,2,0.6688963210702341,"12 crores, reflecting a 23% year-on-year growth, with EBITDA supported by 40 basis point margin expansion, supported by strong demand and cost optimization initiatives. Coming to G",GREAVESCOT,2026-05-13,2026-05-13,https://nsearchives.nseindia.com/corporate/GREAVESCOT_13052026183811_SignedIntimationfortranscript.pdf
headwinds,negative_caution,custom,remarks,1,0.33444816053511706,e evolving macroeconomic environment and will act with agility to mitigate any potential headwinds. The performance for the year reinforces our confidence and our execution capabil,GREAVESCOT,2026-05-13,2026-05-13,https://nsearchives.nseindia.com/corporate/GREAVESCOT_13052026183811_SignedIntimationfortranscript.pdf
market share gain,positive_guidance,custom,QnA,1,0.14788524105294293,"k at repeating the media investment once again, reasonably soon. Tushar Bohra: And the market share gains continue into this current quarter, sir? You continue to see traction? Vik",GREAVESCOT,2026-05-13,2026-05-13,https://nsearchives.nseindia.com/corporate/GREAVESCOT_13052026183811_SignedIntimationfortranscript.pdf
headwinds,negative_caution,custom,QnA,1,0.14788524105294293,"ell. The export business, like I also shared with the group in the last call, faced some headwinds due to geopolitical situation the war in Ukraine. And we have seen a reduction in",GREAVESCOT,2026-05-13,2026-05-13,https://nsearchives.nseindia.com/corporate/GREAVESCOT_13052026183811_SignedIntimationfortranscript.pdf
capex,capital_actions,custom,QnA,13,1.922508133688258,"ave outlined for the core businesses. Nirmam: Okay. And so my second question is on the CAPEX piece. So, we've outlined INR 500 crores to INR 700 crores of CAPEX. Do you have any f",GREAVESCOT,2026-05-13,2026-05-13,https://nsearchives.nseindia.com/corporate/GREAVESCOT_13052026183811_SignedIntimationfortranscript.pdf
strong demand,positive_guidance,custom,remarks,1,0.41237113402061853,"ding India, is helping India making headway against this virus. The country is seeing strong demand for healthcare and related services. Diagnostics, as an important cog in the ove",LALPATHLAB,2021-08-11,,https://nsearchives.nseindia.com/corporate/LALPATHLAB_11082021100527_TRANSCRIPT.pdf
operating leverage,positive_guidance,custom,QnA,4,0.437636761487965,"fine, because you have seen the results, as the revenue grows, this business has a huge operating leverage, so we should be able to manage it. We haven't taken price increase for t",LALPATHLAB,2021-08-11,,https://nsearchives.nseindia.com/corporate/LALPATHLAB_11082021100527_TRANSCRIPT.pdf
healthy demand,positive_guidance,custom,remarks,1,0.6422607578676943,"ncy in this period. During the quarter, we sold 59,000 metric tons of yarn, reflecting a healthy demand and strong customer interest. Sanathan Textiles Limited August 08, 2025 Pa",SANATHAN,2025-08-13,,https://nsearchives.nseindia.com/corporate/SANATHAN_13082025150902_STLearningcalltranscript.pdf
muted,negative_caution,custom,QnA,3,0.5538120731031937,"And what will be the target for this year? I think the demand scenario is being a litile muted this time around. Yes. So, as we mentioned before, 50w target our advertisement spend",MONTECARLO,2024-11-21,,https://nsearchives.nseindia.com/corporate/MONTECARLO_21112024145411_LETTER.pdf
not in a position,hedging_evasion,custom,QnA,1,0.1846040243677312,"al year. We can target INR10 crores for the next financial year. This year, we are still not in a position to give you a definite number on this. Next question comes from the line ",MONTECARLO,2024-11-21,,https://nsearchives.nseindia.com/corporate/MONTECARLO_21112024145411_LETTER.pdf
capex,capital_actions,custom,QnA,1,0.1846040243677312,5% of the company-owned and the balance should be franchise stores and as it reduces our capex also. But at the same time wherever there are opportunities where franchises wonlt be,MONTECARLO,2024-11-21,,https://nsearchives.nseindia.com/corporate/MONTECARLO_21112024145411_LETTER.pdf
wait and watch,hedging_evasion,custom,remarks,1,0.2770083102493075,"tlook remains relatively strong. And I just want to give a caveat, as of now, we have to wait and watch for the monsoon progress to take the full year GDP growth estimates and call",IIFLCAPS,2026-05-11,,https://nsearchives.nseindia.com/corporate/IIFLSEC_11052026190534_SEInitmation.pdf
fund raise,capital_actions,custom,remarks,2,0.554016620498615,"s, split between broking and banking. Keshav Karwa: Okay, sir. And sir, you are doing a fund raise... R. Venkataraman: I'm giving broad approximate. So there might be INR10 crores ",IIFLCAPS,2026-05-11,,https://nsearchives.nseindia.com/corporate/IIFLSEC_11052026190534_SEInitmation.pdf
headwinds,negative_caution,custom,remarks,1,1.2804097311139564,"ults: To set a context, these are very challenging times. Demand is softening. There are headwinds on certain areas, specifically unsecured lending, MFI lending, etc. Given this co",DCBBANK,2025-01-29,,https://nsearchives.nseindia.com/corporate/ujwal727_29012025155706_BSENSEDCBBankQ2FY25_EarningsCallTranscript24January2025.pdf
slowdown,negative_caution,custom,QnA,2,0.2725909772386534,"ld loan, I don't how true this is, but our interpretation is because of the microfinance slowdown, there has been a surge in in gold loan and that's helping both the natural organi",DCBBANK,2025-01-29,,https://nsearchives.nseindia.com/corporate/ujwal727_29012025155706_BSENSEDCBBankQ2FY25_EarningsCallTranscript24January2025.pdf
one-off,negative_caution,custom,QnA,7,0.9540684203352869,"advances. So, this quarter, this constitutes now around 11% of advances, so is it just a one-off or there is some change in the strategy of the Bank? Praveen Kutty: So, see, I am n",DCBBANK,2025-01-29,,https://nsearchives.nseindia.com/corporate/ujwal727_29012025155706_BSENSEDCBBankQ2FY25_EarningsCallTranscript24January2025.pdf
difficult to predict,hedging_evasion,custom,QnA,1,0.1362954886193267,"omebody may be predicting for one quarter, it may take two quarter or so, but it is very difficult to predict for equity, actually how IPO market behaves. So, we are not able to gi",DCBBANK,2025-01-29,,https://nsearchives.nseindia.com/corporate/ujwal727_29012025155706_BSENSEDCBBankQ2FY25_EarningsCallTranscript24January2025.pdf
difficult to predict,hedging_evasion,custom,remarks,1,1.8416206261510129,re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. Please note that this conference is being recorded. Before we proceed,SNOWMAN,2026-02-12,2026-02-06,https://nsearchives.nseindia.com/corporate/SNOWMAN8_12022026165156_Intimation_Earning_Call_Transcript_Dec_25_sd.pdf
one-off,negative_caution,custom,QnA,1,0.2152389151958674,"that a favorable order can come in and then we can resume the Jaipur project. This was a one-off for us. So Indore, like you're asking, I don't see any issues happening there. It's",SNOWMAN,2026-02-12,2026-02-06,https://nsearchives.nseindia.com/corporate/SNOWMAN8_12022026165156_Intimation_Earning_Call_Transcript_Dec_25_sd.pdf
muted,negative_caution,custom,QnA,2,0.4304778303917348,"on on the warehousing segment. So if you look at the top line growth, it has been fairly muted, while even the capacity additions have been fairly muted? Padamdeep Singh Handa: No.",SNOWMAN,2026-02-12,2026-02-06,https://nsearchives.nseindia.com/corporate/SNOWMAN8_12022026165156_Intimation_Earning_Call_Transcript_Dec_25_sd.pdf
capex,capital_actions,custom,QnA,4,0.8609556607834696,-- do you still intend to spend around INR100 crores to INR150 crores per annum on your capex? Samvid Gupta: Yes. Kunal: How much would be financed with debt? Samvid Gupta: Majo,SNOWMAN,2026-02-12,2026-02-06,https://nsearchives.nseindia.com/corporate/SNOWMAN8_12022026165156_Intimation_Earning_Call_Transcript_Dec_25_sd.pdf
qip,capital_actions,custom,remarks,1,0.40144520272982737,"which includes options, which is in the form of instruments as preferential allotment or QIP or bonus or whatever instrument that is applicable. So, we have exercised that and rais",KTKBANK,2024-01-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31012024211341_KarnatakaEarnings23Jan2024Final.pdf
preferential allotment,capital_actions,custom,remarks,1,0.40144520272982737,"INR1,500 Crore of capital which includes options, which is in the form of instruments as preferential allotment or QIP or bonus or whatever instrument that is applicable. So, we ha",KTKBANK,2024-01-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31012024211341_KarnatakaEarnings23Jan2024Final.pdf
slowdown,negative_caution,custom,QnA,1,0.16090104585679807,"advances. The growth in advances has been at 18.3%. So, I don't think that there is any slowdown as far as our overall gross advances is concerned. It is also important for you to ",KTKBANK,2024-01-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31012024211341_KarnatakaEarnings23Jan2024Final.pdf
one-off,negative_caution,custom,QnA,1,0.16090104585679807,"entioned that you have provided INR25 Crore extra during the quarter. So, is this like a one-off? Will it repeat in next quarter? Or this INR25 Crore won't be there next quarter? S",KTKBANK,2024-01-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31012024211341_KarnatakaEarnings23Jan2024Final.pdf
capex,capital_actions,custom,QnA,2,0.32180209171359614,"we are going to do. All of the tech expenses that we'll be doing are mainly going to be capex from that perspective, and which is why we are also making sure that our capital raise",KTKBANK,2024-01-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31012024211341_KarnatakaEarnings23Jan2024Final.pdf
qip,capital_actions,custom,QnA,1,0.16090104585679807,"her instruments, which are permitted. One is the preferential allotment, the second is a QIP, the third is a bonds, which is what the AGM approval also had happened in September an",KTKBANK,2024-01-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31012024211341_KarnatakaEarnings23Jan2024Final.pdf
preferential allotment,capital_actions,custom,QnA,1,0.16090104585679807,"id that the Board had approved 3 or 4 other instruments, which are permitted. One is the preferential allotment, the second is a QIP, the third is a bonds, which is what the AGM ap",KTKBANK,2024-01-31,,https://nsearchives.nseindia.com/corporate/KTKBANK_31012024211341_KarnatakaEarnings23Jan2024Final.pdf
difficult to predict,hedging_evasion,custom,remarks,1,1.1723329425556859,re not the guarantees of future performance and involve risks and uncertainties that are difficult to predict. As a reminder all participant lines will be in the listen-only mode a,RBZJEWEL,2024-02-26,2024-02-26,https://nsearchives.nseindia.com/corporate/RBZJEWEL_26022024131544_InvestorEarnCallTranscriptSE21022024.pdf
capex,capital_actions,custom,QnA,3,0.7558578987150416,"is going to happen in the coming three months. Prateek Bhandari: And do you have any CAPEX plans for the upcoming 2 years? Harit Zaveri: Currently, we have enough capacity as far",RBZJEWEL,2024-02-26,2024-02-26,https://nsearchives.nseindia.com/corporate/RBZJEWEL_26022024131544_InvestorEarnCallTranscriptSE21022024.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.5777007510109763,"rs in our new acquisition has improved by ~15% over the last 15 months. That said, it is difficult to predict the exact timeline and quantum of improvement in Credit Cost, as this ",SBICARD,2024-11-05,,https://nsearchives.nseindia.com/corporate/SBICARD_05112024181124_SEFilingTranscriptofEarningCall.pdf
headwinds,negative_caution,custom,remarks,1,0.45787545787545786,"rp decline due to Chinese dumping, due to continued destocking in higher end grades, and headwinds due to sluggishness in demand particularly in Europe. H2 FY '24 is expected to be",FLUOROCHEM,2023-11-09,2023-11-09,https://nsearchives.nseindia.com/corporate/FLUOROCHEM_09112023121530_GFCL_Trancript_of_ConCall.pdf
capex,capital_actions,custom,remarks,5,2.2893772893772892,t the EBITDA margins to be in line with our existing businesses. Our currently committed CAPEX in this segment is expected to provide complete asset utilization by FY '26. In terms,FLUOROCHEM,2023-11-09,2023-11-09,https://nsearchives.nseindia.com/corporate/FLUOROCHEM_09112023121530_GFCL_Trancript_of_ConCall.pdf
one-off,negative_caution,custom,QnA,1,0.1620745542949757,"30% is a very sustainable number, and that is where the focus remains. Taking apart this one-off overall situation, are you still confident of achieving that 30%? And for this year",FLUOROCHEM,2023-11-09,2023-11-09,https://nsearchives.nseindia.com/corporate/FLUOROCHEM_09112023121530_GFCL_Trancript_of_ConCall.pdf
difficult to say,hedging_evasion,custom,QnA,1,0.1620745542949757,"cause now if you look at it since the reporting is on consolidated terms, so it would be difficult to say or identify segmental margins. However, at this point of time, the margins",FLUOROCHEM,2023-11-09,2023-11-09,https://nsearchives.nseindia.com/corporate/FLUOROCHEM_09112023121530_GFCL_Trancript_of_ConCall.pdf
capex,capital_actions,custom,QnA,1,0.1620745542949757,"by one. First about the debottlenecking. As I stated earlier that we have staggered our CAPEX plan, and based on the market right now, our capacity debottlenecking plan has been sl",FLUOROCHEM,2023-11-09,2023-11-09,https://nsearchives.nseindia.com/corporate/FLUOROCHEM_09112023121530_GFCL_Trancript_of_ConCall.pdf
one-off,negative_caution,custom,QnA,2,0.2757479663587481,"particular quarter, that was a result of a significant fall in the fuel price. That was a one-off thing. But sustainably, our margin trajectory was around 14% to 15% to 16%. So we ",KAJARIACER,2025-10-22,,https://nsearchives.nseindia.com/corporate/KAJARIACER_22102025133928_Transcript.pdf
too early to say,hedging_evasion,custom,QnA,2,0.2757479663587481,"es coming back in October, any uptick, green shoots in terms of the growth in October or too early to say? Management: It's too early to say because it's a Diwali time also, but we",KAJARIACER,2025-10-22,,https://nsearchives.nseindia.com/corporate/KAJARIACER_22102025133928_Transcript.pdf
