date,NIFTY MEDIA
2010-09-30,1912.36
2010-10-01,1936.88
2010-10-04,1946.65
2010-10-05,1950.58
2010-10-06,1939.25
2010-10-07,1935.03
2010-10-08,1934.38
2010-10-11,1935.32
2010-10-12,1902.89
2010-10-13,1904.12
2010-10-14,1884.16
2010-10-15,1862.68
2010-10-18,1867.03
2010-10-19,1873.66
2010-10-20,1867.98
2010-10-21,1888.36
2010-10-22,1892.2
2010-10-25,1916.63
2010-10-26,1905.47
2010-10-27,1895.08
2010-10-28,1873.59
2010-10-29,1867.28
2010-11-01,1896.82
2010-11-02,1922.67
2010-11-03,1939.84
2010-11-04,1956.45
2010-11-05,1963.49
2010-11-08,1953.92
2010-11-09,1952.67
2010-11-10,1981.0
2010-11-11,1962.52
2010-11-12,1926.47
2010-11-15,1915.49
2010-11-16,1878.8
2010-11-18,1886.29
2010-11-19,1858.46
2010-11-22,1865.19
2010-11-23,1835.53
2010-11-24,1809.96
2010-11-25,1802.9
2010-11-26,1735.78
2010-11-29,1700.32
2010-11-30,1725.82
2010-12-01,1742.76
2010-12-02,1759.34
2010-12-03,1734.87
2010-12-06,1731.62
2010-12-07,1722.83
2010-12-08,1702.22
2010-12-09,1656.03
2010-12-10,1666.72
2010-12-13,1667.23
2010-12-14,1703.51
2010-12-15,1698.48
2010-12-16,1682.86
2010-12-20,1666.52
2010-12-21,1645.97
2010-12-22,1649.49
2010-12-23,1642.56
2010-12-24,1633.98
2010-12-27,1612.58
2010-12-28,1625.69
2010-12-29,1643.04
2010-12-30,1652.12
2010-12-31,1670.06
2011-01-03,1668.72
2011-01-04,1663.15
2011-01-05,1648.49
2011-01-06,1627.81
2011-01-07,1590.52
2011-01-10,1560.32
2011-01-11,1528.84
2011-01-12,1547.31
2011-01-13,1540.25
2011-01-14,1478.71
2011-01-17,1464.75
2011-01-18,1446.19
2011-01-19,1456.56
2011-01-20,1449.37
2011-01-21,1463.39
2011-01-24,1497.72
2011-01-25,1514.87
2011-01-27,1485.62
2011-01-28,1454.28
2011-01-31,1449.27
2011-02-01,1432.38
2011-02-02,1436.15
2011-02-03,1461.07
2011-02-04,1426.1
2011-02-07,1379.02
2011-02-08,1357.5
2011-02-09,1333.79
2011-02-10,1324.67
2011-02-11,1349.23
2011-02-14,1377.88
2011-02-15,1368.87
2011-02-16,1388.15
2011-02-17,1389.48
2011-02-18,1369.55
2011-02-21,1370.48
2011-02-22,1346.49
2011-02-23,1342.92
2011-02-24,1308.97
2011-02-25,1320.93
2011-02-28,1331.67
2011-03-01,1358.41
2011-03-03,1375.2
2011-03-04,1387.91
2011-03-07,1388.32
2011-03-08,1396.08
2011-03-09,1401.19
2011-03-10,1386.86
2011-03-11,1367.93
2011-03-14,1375.89
2011-03-15,1365.74
2011-03-16,1380.83
2011-03-17,1376.39
2011-03-18,1369.75
2011-03-21,1367.17
2011-03-22,1379.54
2011-03-23,1389.21
2011-03-24,1391.46
2011-03-25,1410.39
2011-03-28,1408.89
2011-03-29,1406.47
2011-03-30,1419.84
2011-03-31,1430.18
2011-04-01,1437.46
2011-04-04,1441.02
2011-04-05,1456.17
2011-04-06,1469.59
2011-04-07,1475.35
2011-04-08,1442.53
2011-04-11,1450.15
2011-04-13,1448.68
2011-04-15,1442.29
2011-04-18,1442.99
2011-04-19,1491.28
2011-04-20,1489.88
2011-04-21,1500.13
2011-04-25,1482.82
2011-04-26,1481.54
2011-04-27,1482.52
2011-04-28,1488.1
2011-04-29,1479.06
2011-05-02,1476.76
2011-05-03,1450.49
2011-05-04,1445.96
2011-05-05,1431.87
2011-05-06,1441.46
2011-05-09,1439.19
2011-05-10,1440.26
2011-05-11,1440.1
2011-05-12,1427.26
2011-05-13,1441.94
2011-05-16,1426.59
2011-05-17,1422.91
2011-05-18,1420.38
2011-05-19,1421.67
2011-05-20,1423.24
2011-05-23,1411.96
2011-05-24,1432.57
2011-05-25,1432.61
2011-05-26,1430.47
2011-05-27,1443.05
2011-05-30,1438.51
2011-05-31,1445.27
2011-06-01,1443.44
2011-06-02,1385.84
2011-06-03,1382.19
2011-06-06,1399.29
2011-06-07,1423.04
2011-06-08,1418.42
2011-06-09,1411.2
2011-06-10,1396.86
2011-06-13,1394.64
2011-06-14,1403.46
2011-06-15,1403.75
2011-06-16,1415.29
2011-06-17,1397.11
2011-06-20,1377.2
2011-06-21,1380.51
2011-06-22,1382.36
2011-06-23,1382.03
2011-06-24,1410.3
2011-06-27,1441.22
2011-06-28,1445.43
2011-06-29,1445.08
2011-06-30,1423.81
2011-07-01,1434.97
2011-07-04,1424.17
2011-07-05,1393.5
2011-07-06,1399.33
2011-07-07,1404.62
2011-07-08,1372.96
2011-07-11,1372.54
2011-07-12,1347.1
2011-07-13,1371.16
2011-07-14,1376.47
2011-07-15,1365.04
2011-07-18,1374.19
2011-07-19,1381.82
2011-07-20,1360.77
2011-07-21,1376.4
2011-07-22,1395.11
2011-07-25,1395.37
2011-07-26,1388.46
2011-07-27,1399.3
2011-07-28,1403.18
2011-07-29,1379.28
2011-08-01,1367.51
2011-08-02,1342.52
2011-08-03,1346.68
2011-08-04,1342.5
2011-08-05,1339.6
2011-08-08,1323.34
2011-08-09,1307.38
2011-08-10,1314.7
2011-08-11,1308.0
2011-08-12,1288.11
2011-08-16,1286.58
2011-08-17,1281.49
2011-08-18,1265.71
2011-08-19,1247.79
2011-08-22,1253.64
2011-08-23,1252.49
2011-08-24,1228.52
2011-08-25,1210.46
2011-08-26,1177.31
2011-08-29,1202.86
2011-08-30,1222.53
2011-09-02,1237.14
2011-09-05,1225.39
2011-09-06,1228.9
2011-09-07,1250.23
2011-09-08,1249.82
2011-09-09,1242.65
2011-09-12,1211.69
2011-09-13,1204.32
2011-09-14,1204.24
2011-09-15,1198.53
2011-09-16,1213.87
2011-09-19,1211.94
2011-09-20,1236.1
2011-09-21,1241.51
2011-09-22,1207.02
2011-09-23,1206.01
2011-09-26,1200.55
2011-09-27,1216.54
2011-09-28,1210.6
2011-09-29,1205.61
2011-09-30,1195.4
2011-10-03,1176.8
2011-10-04,1157.65
2011-10-05,1156.55
2011-10-07,1186.25
2011-10-10,1206.05
2011-10-11,1204.9
2011-10-12,1210.1
2011-10-13,1216.6
2011-10-14,1227.8
2011-10-17,1227.5
2011-10-18,1214.15
2011-10-19,1222.75
2011-10-20,1215.25
2011-10-21,1202.95
2011-10-24,1195.75
2011-10-25,1189.1
2011-10-26,1203.0
2011-10-28,1220.2
2011-10-31,1244.6
2011-11-01,1228.25
2011-11-02,1241.35
2011-11-03,1258.4
2011-11-04,1272.3
2011-11-08,1251.8
2011-11-09,1234.4
2011-11-11,1217.9
2011-11-14,1195.3
2011-11-15,1174.35
2011-11-16,1166.65
2011-11-17,1154.2
2011-11-18,1161.75
2011-11-21,1124.5
2011-11-22,1126.4
2011-11-23,1108.45
2011-11-24,1143.55
2011-11-25,1149.1
2011-11-28,1172.5
2011-11-29,1190.95
2011-11-30,1175.9
2011-12-01,1185.35
2011-12-02,1211.45
2011-12-05,1218.5
2011-12-07,1222.2
2011-12-08,1198.6
2011-12-09,1174.0
2011-12-12,1142.55
2011-12-13,1141.25
2011-12-14,1150.6
2011-12-15,1144.4
2011-12-16,1123.65
2011-12-19,1108.4
2011-12-20,1100.65
2011-12-21,1106.85
2011-12-22,1119.6
2011-12-23,1128.05
2011-12-26,1133.25
2011-12-27,1131.0
2011-12-28,1122.25
2011-12-29,1110.7
2011-12-30,1114.3
2012-01-02,1109.35
2012-01-03,1140.3
2012-01-04,1129.35
2012-01-05,1124.45
2012-01-06,1114.9
2012-01-07,1121.45
2012-01-09,1116.1
2012-01-10,1123.95
2012-01-11,1135.55
2012-01-12,1161.75
2012-01-13,1179.5
2012-01-16,1185.45
2012-01-17,1175.35
2012-01-18,1164.15
2012-01-19,1172.8
2012-01-20,1155.4
2012-01-23,1152.2
2012-01-24,1158.7
2012-01-25,1193.55
2012-01-27,1222.05
2012-01-30,1196.05
2012-01-31,1223.95
2012-02-01,1249.85
2012-02-02,1247.5
2012-02-03,1255.65
2012-02-06,1265.35
2012-02-07,1259.45
2012-02-08,1258.05
2012-02-09,1272.6
2012-02-10,1296.9
2012-02-13,1284.8
2012-02-14,1297.25
2012-02-15,1335.65
2012-02-16,1323.6
2012-02-17,1304.25
2012-02-21,1305.4
2012-02-22,1258.45
2012-02-23,1240.3
2012-02-24,1261.3
2012-02-27,1204.7
2012-02-28,1224.7
2012-02-29,1235.5
2012-03-01,1249.3
2012-03-02,1276.7
2012-03-03,1274.6
2012-03-05,1279.5
2012-03-06,1263.15
2012-03-07,1259.35
2012-03-09,1267.35
2012-03-12,1254.65
2012-03-13,1271.6
2012-03-14,1275.8
2012-03-15,1247.9
2012-03-16,1210.15
2012-03-19,1200.5
2012-03-20,1202.05
2012-03-21,1225.65
2012-03-22,1211.05
2012-03-23,1224.25
2012-03-26,1208.25
2012-03-27,1216.8
2012-03-28,1196.15
2012-03-29,1222.85
2012-03-30,1232.25
2012-04-02,1259.75
2012-04-03,1290.8
2012-04-04,1276.6
2012-04-09,1242.9
2012-04-10,1227.85
2012-04-11,1213.1
2012-04-12,1208.85
2012-04-13,1199.2
2012-04-16,1202.15
2012-04-17,1212.6
2012-04-18,1223.45
2012-04-19,1223.35
2012-04-20,1209.0
2012-04-23,1192.1
2012-04-24,1191.95
2012-04-25,1189.0
2012-04-26,1185.7
2012-04-27,1186.15
2012-04-28,1196.3
2012-04-30,1199.5
2012-05-02,1219.65
2012-05-03,1207.55
2012-05-04,1193.9
2012-05-07,1200.9
2012-05-08,1184.1
2012-05-09,1172.85
2012-05-10,1162.0
2012-05-11,1152.65
2012-05-14,1147.95
2012-05-15,1144.9
2012-05-16,1138.8
2012-05-17,1146.75
2012-05-18,1139.05
2012-05-21,1134.4
2012-05-22,1130.7
2012-05-23,1128.25
2012-05-24,1134.2
2012-05-25,1137.7
2012-05-28,1141.75
2012-05-29,1138.5
2012-05-30,1138.9
2012-05-31,1151.85
2012-06-01,1113.95
2012-06-04,1108.3
2012-06-05,1116.95
2012-06-06,1145.65
2012-06-07,1172.8
2012-06-08,1181.5
2012-06-11,1177.35
2012-06-12,1183.35
2012-06-13,1170.75
2012-06-14,1173.25
2012-06-15,1181.25
2012-06-18,1173.5
2012-06-19,1176.35
2012-06-20,1187.8
2012-06-21,1195.05
2012-06-22,1194.85
2012-06-25,1203.15
2012-06-26,1224.05
2012-06-27,1242.05
2012-06-28,1234.3
2012-06-29,1267.25
2012-07-02,1281.0
2012-07-03,1292.1
2012-07-04,1305.25
2012-07-05,1312.2
2012-07-06,1307.45
2012-07-09,1290.9
2012-07-10,1279.8
2012-07-11,1279.5
2012-07-12,1272.0
2012-07-13,1281.3
2012-07-16,1278.3
2012-07-17,1272.35
2012-07-18,1278.55
2012-07-19,1286.3
2012-07-20,1293.2
2012-07-23,1290.25
2012-07-24,1296.55
2012-07-25,1318.35
2012-07-26,1314.5
2012-07-27,1283.65
2012-07-30,1289.65
2012-07-31,1325.35
2012-08-01,1326.85
2012-08-02,1333.35
2012-08-03,1314.15
2012-08-06,1321.2
2012-08-07,1352.95
2012-08-08,1330.65
2012-08-09,1333.4
2012-08-10,1350.9
2012-08-13,1360.85
2012-08-14,1373.0
2012-08-16,1377.5
2012-08-17,1361.6
2012-08-21,1374.1
2012-08-22,1361.4
2012-08-23,1351.85
2012-08-24,1337.95
2012-08-27,1338.75
2012-08-28,1319.4
2012-08-29,1306.0
2012-08-30,1321.9
2012-08-31,1310.3
2012-09-03,1307.1
2012-09-04,1351.5
2012-09-05,1366.2
2012-09-06,1388.05
2012-09-07,1387.55
2012-09-08,1400.1
2012-09-10,1387.1
2012-09-11,1375.45
2012-09-12,1387.85
2012-09-13,1393.55
2012-09-14,1410.85
2012-09-17,1445.1
2012-09-18,1469.55
2012-09-20,1468.85
2012-09-21,1465.05
2012-09-24,1456.5
2012-09-25,1463.9
2012-09-26,1467.65
2012-09-27,1503.5
2012-09-28,1559.9
2012-10-01,1581.15
2012-10-03,1584.35
2012-10-04,1626.4
2012-10-05,1594.8
2012-10-08,1570.1
2012-10-09,1567.45
2012-10-10,1525.95
2012-10-11,1536.2
2012-10-12,1546.35
2012-10-15,1538.5
2012-10-16,1551.6
2012-10-17,1595.0
2012-10-18,1603.9
2012-10-19,1596.4
2012-10-22,1570.8
2012-10-23,1564.5
2012-10-25,1557.3
2012-10-26,1507.25
2012-10-29,1479.8
2012-10-30,1484.0
2012-10-31,1542.7
2012-11-01,1539.3
2012-11-02,1559.7
2012-11-05,1572.65
2012-11-06,1578.0
2012-11-07,1592.05
2012-11-08,1584.25
2012-11-09,1548.2
2012-11-12,1544.4
2012-11-13,1571.45
2012-11-15,1638.95
2012-11-16,1603.25
2012-11-19,1593.75
2012-11-20,1578.0
2012-11-21,1604.3
2012-11-22,1618.6
2012-11-23,1650.45
2012-11-26,1665.5
2012-11-27,1676.3
2012-11-29,1696.7
2012-11-30,1682.8
2012-12-03,1702.6
2012-12-04,1735.2
2012-12-05,1746.45
2012-12-06,1764.15
2012-12-07,1743.0
2012-12-10,1727.05
2012-12-11,1694.95
2012-12-12,1706.5
2012-12-13,1704.65
2012-12-14,1711.55
2012-12-17,1728.35
2012-12-18,1783.25
2012-12-19,1777.5
2012-12-20,1788.9
2012-12-21,1752.25
2012-12-24,1787.6
2012-12-26,1788.0
2012-12-27,1751.8
2012-12-28,1754.45
2012-12-31,1768.05
2013-01-01,1786.65
2013-01-02,1824.3
2013-01-03,1837.6
2013-01-04,1826.75
2013-01-07,1819.05
2013-01-08,1820.35
2013-01-09,1815.05
2013-01-10,1822.95
2013-01-11,1824.45
2013-01-14,1836.4
2013-01-15,1823.4
2013-01-16,1784.75
2013-01-17,1812.05
2013-01-18,1790.45
2013-01-21,1793.35
2013-01-22,1785.35
2013-01-23,1829.65
2013-01-24,1782.85
2013-01-25,1811.6
2013-01-28,1822.35
2013-01-29,1794.55
2013-01-30,1788.3
2013-01-31,1819.85
2013-02-01,1831.8
2013-02-04,1843.15
2013-02-05,1835.0
2013-02-06,1848.4
2013-02-07,1811.1
2013-02-08,1802.1
2013-02-11,1800.95
2013-02-12,1795.1
2013-02-13,1775.55
2013-02-14,1747.75
2013-02-15,1731.55
2013-02-18,1727.7
2013-02-19,1733.8
2013-02-20,1722.6
2013-02-21,1676.75
2013-02-22,1687.55
2013-02-25,1683.35
2013-02-26,1657.15
2013-02-27,1685.1
2013-02-28,1645.85
2013-03-01,1677.05
2013-03-04,1669.65
2013-03-05,1679.15
2013-03-06,1676.6
2013-03-07,1695.5
2013-03-08,1707.15
2013-03-11,1698.65
2013-03-12,1695.0
2013-03-13,1647.25
2013-03-14,1680.85
2013-03-15,1694.8
2013-03-18,1689.2
2013-03-19,1652.0
2013-03-20,1603.25
2013-03-21,1572.6
2013-03-22,1598.9
2013-03-25,1608.35
2013-03-26,1611.9
2013-03-28,1631.5
2013-04-01,1655.25
2013-04-02,1670.3
2013-04-03,1646.2
2013-04-04,1613.45
2013-04-05,1610.15
2013-04-08,1587.75
2013-04-09,1586.6
2013-04-10,1603.95
2013-04-11,1607.4
2013-04-12,1596.05
2013-04-15,1598.5
2013-04-16,1586.0
2013-04-17,1607.95
2013-04-18,1637.65
2013-04-22,1682.55
2013-04-23,1660.05
2013-04-25,1699.25
2013-04-26,1690.45
2013-04-29,1693.05
2013-04-30,1721.2
2013-05-02,1732.7
2013-05-03,1734.35
2013-05-06,1749.3
2013-05-07,1750.1
2013-05-08,1799.8
2013-05-09,1784.55
2013-05-10,1782.4
2013-05-11,1799.05
2013-05-13,1762.8
2013-05-14,1787.2
2013-05-15,1812.45
2013-05-16,1798.2
2013-05-17,1783.15
2013-05-20,1784.85
2013-05-21,1783.25
2013-05-22,1763.8
2013-05-23,1743.15
2013-05-24,1734.8
2013-05-27,1740.9
2013-05-28,1736.9
2013-05-29,1737.75
2013-05-30,1731.35
2013-05-31,1691.95
2013-06-03,1728.8
2013-06-04,1730.3
2013-06-05,1714.35
2013-06-06,1717.5
2013-06-07,1698.55
2013-06-10,1687.8
2013-06-11,1653.75
2013-06-12,1624.1
2013-06-13,1594.35
2013-06-14,1613.15
2013-06-17,1626.55
2013-06-18,1655.5
2013-06-19,1663.45
2013-06-20,1637.85
2013-06-21,1652.45
2013-06-24,1618.15
2013-06-25,1595.6
2013-06-26,1597.6
2013-06-27,1625.9
2013-06-28,1656.25
2013-07-01,1708.35
2013-07-02,1678.15
2013-07-03,1670.2
2013-07-04,1676.75
2013-07-05,1666.85
2013-07-08,1675.6
2013-07-09,1694.35
2013-07-10,1671.95
2013-07-11,1667.25
2013-07-12,1677.75
2013-07-15,1693.0
2013-07-16,1672.8
2013-07-17,1671.85
2013-07-18,1696.85
2013-07-19,1678.15
2013-07-22,1689.55
2013-07-23,1698.8
2013-07-24,1675.0
2013-07-25,1724.7
2013-07-26,1678.85
2013-07-29,1661.75
2013-07-30,1616.8
2013-07-31,1650.1
2013-08-01,1627.25
2013-08-02,1637.65
2013-08-05,1669.75
2013-08-06,1603.75
2013-08-07,1590.05
2013-08-08,1610.1
2013-08-12,1621.5
2013-08-13,1659.0
2013-08-14,1700.4
2013-08-16,1625.55
2013-08-19,1599.05
2013-08-20,1572.75
2013-08-21,1558.2
2013-08-22,1539.65
2013-08-23,1537.45
2013-08-26,1561.65
2013-08-27,1526.4
2013-08-28,1484.05
2013-08-29,1521.9
2013-08-30,1549.2
2013-09-02,1587.5
2013-09-03,1516.5
2013-09-04,1503.55
2013-09-05,1540.55
2013-09-06,1529.85
2013-09-10,1558.85
2013-09-11,1558.45
2013-09-12,1551.05
2013-09-13,1561.95
2013-09-16,1555.75
2013-09-17,1558.1
2013-09-18,1574.95
2013-09-19,1588.7
2013-09-20,1575.5
2013-09-23,1570.75
2013-09-24,1587.8
2013-09-25,1629.05
2013-09-26,1632.65
2013-09-27,1625.1
2013-09-30,1586.9
2013-10-01,1599.4
2013-10-03,1658.25
2013-10-04,1657.0
2013-10-07,1674.3
2013-10-08,1647.8
2013-10-09,1653.15
2013-10-10,1652.6
2013-10-11,1656.4
2013-10-14,1651.35
2013-10-15,1642.45
2013-10-17,1667.25
2013-10-18,1691.2
2013-10-21,1748.85
2013-10-22,1753.7
2013-10-23,1761.05
2013-10-24,1727.45
2013-10-25,1744.7
2013-10-28,1713.95
2013-10-29,1734.65
2013-10-30,1739.35
2013-10-31,1756.3
2013-11-01,1780.9
2013-11-03,1800.05
2013-11-05,1817.25
2013-11-06,1791.8
2013-11-07,1776.75
2013-11-08,1738.4
2013-11-11,1772.45
2013-11-12,1761.9
2013-11-13,1751.05
2013-11-14,1760.5
2013-11-18,1762.35
2013-11-19,1758.9
2013-11-20,1718.75
2013-11-21,1668.95
2013-11-22,1664.05
2013-11-25,1689.5
2013-11-26,1652.1
2013-11-27,1648.45
2013-11-28,1670.5
2013-11-29,1688.55
2013-12-02,1719.85
2013-12-03,1738.5
2013-12-04,1730.8
2013-12-05,1694.6
2013-12-06,1722.3
2013-12-09,1761.95
2013-12-10,1735.65
2013-12-11,1755.35
2013-12-12,1742.5
2013-12-13,1734.45
2013-12-16,1744.4
2013-12-17,1753.7
2013-12-18,1754.7
2013-12-19,1759.65
2013-12-20,1787.0
2013-12-23,1777.7
2013-12-24,1781.75
2013-12-26,1785.0
2013-12-27,1783.95
2013-12-30,1788.55
2013-12-31,1794.5
2014-01-01,1795.2
2014-01-02,1779.2
2014-01-03,1790.0
2014-01-06,1832.6
2014-01-07,1816.6
2014-01-08,1822.6
2014-01-09,1825.85
2014-01-10,1832.55
2014-01-13,1837.9
2014-01-14,1791.1
2014-01-15,1783.65
2014-01-16,1769.9
2014-01-17,1759.9
2014-01-20,1784.8
2014-01-21,1777.9
2014-01-22,1790.9
2014-01-23,1785.2
2014-01-24,1767.1
2014-01-27,1700.8
2014-01-28,1700.05
2014-01-29,1681.3
2014-01-30,1655.15
2014-01-31,1701.9
2014-02-03,1704.45
2014-02-04,1712.05
2014-02-05,1705.9
2014-02-06,1712.45
2014-02-07,1731.3
2014-02-10,1724.8
2014-02-11,1701.8
2014-02-12,1699.95
2014-02-13,1681.75
2014-02-14,1662.15
2014-02-17,1661.15
2014-02-18,1671.55
2014-02-19,1664.75
2014-02-20,1670.4
2014-02-21,1707.05
2014-02-24,1682.65
2014-02-25,1693.3
2014-02-26,1699.0
2014-02-28,1714.1
2014-03-03,1704.55
2014-03-04,1717.45
2014-03-05,1732.1
2014-03-06,1752.35
2014-03-07,1771.3
2014-03-10,1786.35
2014-03-11,1782.4
2014-03-12,1815.7
2014-03-13,1776.7
2014-03-14,1765.25
2014-03-18,1795.35
2014-03-19,1798.75
2014-03-20,1802.4
2014-03-21,1837.85
2014-03-22,1830.75
2014-03-24,1843.75
2014-03-25,1841.2
2014-03-26,1805.15
2014-03-27,1782.0
2014-03-28,1781.5
2014-03-31,1793.25
2014-04-01,1817.75
2014-04-02,1852.25
2014-04-03,1839.45
2014-04-04,1828.9
2014-04-07,1818.05
2014-04-09,1821.95
2014-04-10,1826.0
2014-04-11,1808.7
2014-04-15,1780.55
2014-04-16,1765.7
2014-04-17,1760.8
2014-04-21,1772.7
2014-04-22,1740.2
2014-04-23,1763.1
2014-04-25,1776.8
2014-04-28,1778.75
2014-04-29,1752.95
2014-04-30,1740.45
2014-05-02,1760.9
2014-05-05,1745.3
2014-05-06,1734.85
2014-05-07,1723.7
2014-05-08,1721.35
2014-05-09,1734.75
2014-05-12,1786.85
2014-05-13,1797.5
2014-05-14,1802.7
2014-05-15,1773.05
2014-05-16,1804.65
2014-05-19,1819.85
2014-05-20,1907.35
2014-05-21,1933.35
2014-05-22,1927.35
2014-05-23,1921.4
2014-05-26,1898.2
2014-05-27,1904.95
2014-05-28,1890.9
2014-05-29,1903.1
2014-05-30,1951.3
2014-06-02,1948.3
2014-06-03,1969.0
2014-06-04,1991.15
2014-06-05,2002.85
2014-06-06,2030.15
2014-06-09,2107.2
2014-06-10,2086.2
2014-06-11,2037.8
2014-06-12,2004.6
2014-06-13,1961.75
2014-06-16,1961.3
2014-06-17,1974.7
2014-06-18,2002.4
2014-06-19,2006.25
2014-06-20,2025.5
2014-06-23,2045.95
2014-06-24,2037.2
2014-06-25,2047.55
2014-06-26,2085.15
2014-06-27,2083.5
2014-06-30,2117.6
2014-07-01,2136.45
2014-07-02,2135.55
2014-07-03,2118.65
2014-07-04,2129.0
2014-07-07,2121.6
2014-07-08,2062.1
2014-07-09,2037.45
2014-07-10,2044.65
2014-07-11,2058.9
2014-07-14,2034.75
2014-07-15,2051.15
2014-07-16,2085.45
2014-07-17,2092.25
2014-07-18,2067.75
2014-07-21,2096.6
2014-07-22,2099.25
2014-07-23,2076.05
2014-07-24,2060.35
2014-07-25,2012.85
2014-07-28,1986.75
2014-07-30,2019.35
2014-07-31,2023.65
2014-08-01,1995.15
2014-08-04,1997.2
2014-08-05,1999.45
2014-08-06,1976.7
2014-08-07,1976.3
2014-08-08,1932.8
2014-08-11,1921.65
2014-08-12,1931.25
2014-08-13,1871.45
2014-08-14,1867.1
2014-08-18,1903.95
2014-08-19,1917.2
2014-08-20,1948.7
2014-08-21,1958.0
2014-08-22,1943.8
2014-08-25,1927.85
2014-08-26,1919.8
2014-08-27,1905.0
2014-08-28,1892.15
2014-09-01,1934.15
2014-09-02,1937.35
2014-09-03,1942.3
2014-09-04,1943.35
2014-09-05,1932.4
2014-09-08,1945.25
2014-09-09,1942.75
2014-09-10,1986.0
2014-09-11,1957.7
2014-09-12,1954.35
2014-09-15,1980.9
2014-09-16,1948.45
2014-09-17,1956.75
2014-09-18,2011.55
2014-09-19,2039.15
2014-09-22,2012.3
2014-09-23,1974.9
2014-09-24,1965.35
2014-09-25,1974.35
2014-09-26,1965.2
2014-09-29,1986.65
2014-09-30,2027.35
2014-10-01,2023.45
2014-10-07,1992.55
2014-10-08,1992.7
2014-10-09,2065.4
2014-10-10,2034.2
2014-10-13,2028.05
2014-10-14,2027.5
2014-10-16,2003.35
2014-10-17,2046.4
2014-10-20,2068.9
2014-10-21,2094.05
2014-10-22,2119.8
2014-10-23,2118.65
2014-10-27,2087.1
2014-10-28,2105.85
2014-10-29,2128.2
2014-10-30,2149.35
2014-10-31,2152.8
2014-11-03,2181.5
2014-11-05,2202.5
2014-11-07,2262.25
2014-11-10,2253.6
2014-11-11,2269.75
2014-11-12,2264.7
2014-11-13,2267.75
2014-11-14,2279.5
2014-11-17,2305.1
2014-11-18,2325.45
2014-11-19,2340.05
2014-11-20,2282.85
2014-11-21,2306.45
2014-11-24,2340.75
2014-11-25,2354.5
2014-11-26,2300.25
2014-11-27,2290.3
2014-11-28,2325.25
2014-12-01,2311.15
2014-12-02,2339.2
2014-12-03,2360.2
2014-12-04,2360.95
2014-12-05,2360.75
2014-12-08,2387.35
2014-12-09,2332.05
2014-12-10,2366.05
2014-12-11,2367.75
2014-12-12,2297.8
2014-12-15,2318.9
2014-12-16,2292.85
2014-12-17,2276.7
2014-12-18,2328.2
2014-12-19,2333.35
2014-12-22,2337.6
2014-12-23,2344.2
2014-12-24,2364.2
2014-12-26,2354.2
2014-12-29,2367.95
2014-12-30,2372.35
2014-12-31,2387.1
2015-01-01,2378.3
2015-01-02,2382.1
2015-01-05,2376.3
2015-01-06,2294.7
2015-01-07,2275.7
2015-01-08,2285.7
2015-01-09,2276.65
2015-01-12,2297.55
2015-01-13,2293.9
2015-01-14,2275.9
2015-01-15,2310.65
2015-01-16,2403.75
2015-01-19,2397.85
2015-01-20,2425.3
2015-01-21,2394.05
2015-01-22,2410.7
2015-01-23,2408.95
2015-01-27,2408.8
2015-01-28,2395.3
2015-01-29,2391.95
2015-01-30,2357.35
2015-02-02,2345.45
2015-02-03,2347.2
2015-02-04,2316.5
2015-02-05,2295.0
2015-02-06,2275.9
2015-02-09,2270.15
2015-02-10,2264.7
2015-02-11,2255.5
2015-02-12,2316.15
2015-02-13,2338.9
2015-02-16,2322.05
2015-02-18,2322.95
2015-02-19,2305.15
2015-02-20,2316.85
2015-02-23,2266.9
2015-02-24,2295.6
2015-02-25,2270.8
2015-02-26,2239.3
2015-02-27,2246.65
2015-02-28,2231.45
2015-03-02,2229.7
2015-03-03,2259.5
2015-03-04,2226.75
2015-03-05,2240.0
2015-03-09,2207.05
2015-03-10,2218.9
2015-03-11,2215.8
2015-03-12,2251.55
2015-03-13,2207.8
2015-03-16,2232.15
2015-03-17,2258.75
2015-03-18,2292.0
2015-03-19,2261.7
2015-03-20,2215.3
2015-03-23,2197.45
2015-03-24,2205.4
2015-03-25,2181.7
2015-03-26,2154.1
2015-03-27,2138.25
2015-03-30,2178.6
2015-03-31,2188.9
2015-04-01,2204.0
2015-04-06,2174.95
2015-04-07,2168.75
2015-04-08,2176.35
2015-04-09,2251.7
2015-04-10,2242.4
2015-04-13,2244.2
2015-04-15,2238.35
2015-04-16,2212.3
2015-04-17,2192.0
2015-04-20,2138.05
2015-04-21,2123.8
2015-04-22,2128.15
2015-04-23,2138.45
2015-04-24,2094.1
2015-04-27,2090.8
2015-04-28,2087.55
2015-04-29,2086.35
2015-04-30,2053.1
2015-05-04,2109.1
2015-05-05,2078.0
2015-05-06,2034.0
2015-05-07,2029.1
2015-05-08,2054.15
2015-05-11,2088.2
2015-05-12,2029.1
2015-05-13,2010.3
2015-05-14,2012.85
2015-05-15,2008.65
2015-05-18,2068.85
2015-05-19,2081.5
2015-05-20,2098.25
2015-05-21,2092.2
2015-05-22,2089.1
2015-05-25,2090.6
2015-05-26,2096.8
2015-05-27,2103.45
2015-05-28,2098.4
2015-05-29,2108.2
2015-06-01,2092.95
2015-06-02,2100.1
2015-06-03,2071.6
2015-06-04,2095.05
2015-06-05,2137.15
2015-06-08,2076.05
2015-06-09,2064.7
