date,NIFTY BANK
2009-06-04,7349.9
2009-06-05,7343.3
2009-06-08,6975.05
2009-06-09,7185.75
2009-06-10,7338.95
2009-06-11,7251.65
2009-06-12,7083.1
2009-06-15,7081.2
2009-06-16,7274.15
2009-06-17,7081.75
2009-06-18,7081.15
2009-06-19,7223.55
2009-06-22,7229.55
2009-06-23,7091.3
2009-06-24,7107.9
2009-06-25,7123.0
2009-06-26,7398.45
2009-06-29,7508.6
2009-06-30,7338.85
2009-07-01,7452.6
2009-07-02,7397.95
2009-07-03,7566.05
2009-07-06,6946.45
2009-07-07,6952.6
2009-07-08,6661.75
2009-07-09,6672.75
2009-07-10,6520.6
2009-07-13,6531.3
2009-07-14,6756.4
2009-07-15,6938.7
2009-07-16,6912.4
2009-07-17,7231.05
2009-07-20,7530.2
2009-07-21,7430.4
2009-07-22,7329.55
2009-07-23,7473.5
2009-07-24,7385.55
2009-07-27,7398.65
2009-07-28,7312.55
2009-07-29,7224.2
2009-07-30,7389.7
2009-07-31,7544.5
2009-08-03,7650.1
2009-08-04,7617.8
2009-08-05,7607.5
2009-08-06,7471.8
2009-08-07,7249.5
2009-08-10,7160.0
2009-08-11,7218.25
2009-08-12,7172.05
2009-08-13,7472.4
2009-08-14,7418.95
2009-08-17,7104.85
2009-08-18,7207.25
2009-08-19,7106.7
2009-08-20,7261.2
2009-08-21,7377.1
2009-08-24,7507.4
2009-08-25,7424.5
2009-08-26,7418.35
2009-08-27,7385.65
2009-08-28,7482.4
2009-08-31,7431.65
2009-09-01,7377.2
2009-09-02,7339.55
2009-09-03,7351.0
2009-09-04,7444.15
2009-09-07,7650.65
2009-09-08,7717.9
2009-09-09,7776.2
2009-09-10,7828.3
2009-09-11,7914.95
2009-09-14,7985.6
2009-09-15,8210.7
2009-09-16,8362.8
2009-09-17,8433.35
2009-09-18,8379.25
2009-09-22,8452.0
2009-09-23,8423.7
2009-09-24,8545.0
2009-09-25,8456.25
2009-09-29,8487.7
2009-09-30,8812.35
2009-10-01,8861.05
2009-10-05,8661.7
2009-10-06,8808.4
2009-10-07,8750.0
2009-10-08,8834.6
2009-10-09,8696.8
2009-10-12,8963.8
2009-10-14,9150.0
2009-10-15,9296.75
2009-10-16,9526.7
2009-10-17,9513.4
2009-10-20,9476.4
2009-10-21,9273.05
2009-10-22,9090.1
2009-10-23,9188.4
2009-10-26,9033.85
2009-10-27,8698.8
2009-10-28,8609.1
2009-10-29,8417.85
2009-10-30,8438.6
2009-11-03,8255.45
2009-11-04,8506.75
2009-11-05,8537.2
2009-11-06,8723.75
2009-11-09,9137.5
2009-11-10,9179.5
2009-11-11,9337.6
2009-11-12,9084.8
2009-11-13,9155.65
2009-11-16,9266.4
2009-11-17,9299.6
2009-11-18,9223.85
2009-11-19,9041.65
2009-11-20,9219.05
2009-11-23,9274.1
2009-11-24,9247.65
2009-11-25,9303.15
2009-11-26,9067.65
2009-11-27,8945.05
2009-11-30,9046.95
2009-12-01,9250.95
2009-12-02,9327.25
2009-12-03,9345.25
2009-12-04,9245.05
2009-12-07,9175.6
2009-12-08,9290.1
2009-12-09,9146.35
2009-12-10,9205.65
2009-12-11,9097.2
2009-12-14,8996.75
2009-12-15,8734.45
2009-12-16,8667.4
2009-12-17,8697.2
2009-12-18,8599.95
2009-12-21,8609.55
2009-12-22,8712.5
2009-12-23,8919.05
2009-12-24,8968.1
2009-12-29,8991.9
2009-12-30,8994.6
2009-12-31,9029.5
2010-01-04,9112.35
2010-01-05,9192.15
2010-01-06,9223.0
2010-01-07,9192.95
2010-01-08,9160.7
2010-01-11,9173.55
2010-01-12,8985.1
2010-01-13,8926.1
2010-01-14,8910.8
2010-01-15,8911.1
2010-01-18,9093.25
2010-01-19,9135.9
2010-01-20,9126.35
2010-01-21,8919.3
2010-01-22,8772.65
2010-01-25,8696.6
2010-01-27,8329.8
2010-01-28,8423.85
2010-01-29,8651.55
2010-02-01,8649.25
2010-02-02,8468.15
2010-02-03,8631.85
2010-02-04,8471.1
2010-02-05,8223.25
2010-02-06,8275.2
2010-02-08,8342.2
2010-02-09,8392.45
2010-02-10,8290.0
2010-02-11,8381.4
2010-02-15,8312.7
2010-02-16,8397.8
2010-02-17,8551.5
2010-02-18,8573.9
2010-02-19,8487.1
2010-02-22,8493.35
2010-02-23,8512.95
2010-02-24,8504.55
2010-02-25,8537.8
2010-02-26,8722.75
2010-03-02,8922.1
2010-03-03,9039.45
2010-03-04,9013.8
2010-03-05,9038.45
2010-03-08,9145.95
2010-03-09,9138.2
2010-03-10,9119.25
2010-03-11,9186.85
2010-03-12,9172.9
2010-03-15,9085.5
2010-03-16,9102.95
2010-03-17,9188.4
2010-03-18,9252.3
2010-03-19,9270.8
2010-03-22,9186.95
2010-03-23,9222.9
2010-03-25,9318.25
2010-03-26,9456.2
2010-03-29,9517.6
2010-03-30,9470.3
2010-03-31,9459.6
2010-04-01,9507.75
2010-04-05,9698.6
2010-04-06,9728.2
2010-04-07,9681.05
2010-04-08,9520.0
2010-04-09,9656.5
2010-04-12,9575.45
2010-04-13,9483.0
2010-04-15,9344.6
2010-04-16,9353.75
2010-04-19,9302.9
2010-04-20,9446.1
2010-04-21,9555.3
2010-04-22,9623.25
2010-04-23,9813.3
2010-04-26,9839.15
2010-04-27,9756.45
2010-04-28,9634.9
2010-04-29,9803.8
2010-04-30,9870.35
2010-05-03,9775.5
2010-05-04,9623.7
2010-05-05,9581.85
2010-05-06,9582.0
2010-05-07,9276.1
2010-05-10,9656.25
2010-05-11,9626.1
2010-05-12,9722.2
2010-05-13,9773.35
2010-05-14,9589.05
2010-05-17,9526.5
2010-05-18,9492.25
2010-05-19,9108.35
2010-05-20,9174.6
2010-05-21,9135.7
2010-05-24,9087.25
2010-05-25,8851.75
2010-05-26,9027.6
2010-05-27,9258.45
2010-05-28,9312.6
2010-05-31,9363.7
2010-06-01,9119.05
2010-06-02,9192.45
2010-06-03,9387.7
2010-06-04,9455.95
2010-06-07,9292.6
2010-06-08,9185.3
2010-06-09,9238.2
2010-06-10,9346.45
2010-06-11,9451.75
2010-06-14,9534.1
2010-06-15,9554.4
2010-06-16,9588.9
2010-06-17,9613.4
2010-06-18,9576.25
2010-06-21,9758.05
2010-06-22,9675.5
2010-06-23,9718.95
2010-06-24,9673.6
2010-06-25,9451.1
2010-06-28,9542.2
2010-06-29,9381.4
2010-06-30,9464.6
2010-07-01,9349.4
2010-07-02,9357.15
2010-07-05,9385.35
2010-07-06,9550.9
2010-07-07,9449.25
2010-07-08,9566.6
2010-07-09,9713.7
2010-07-12,9850.6
2010-07-13,9931.6
2010-07-14,9956.65
2010-07-15,9932.1
2010-07-16,10013.45
2010-07-19,10032.5
2010-07-20,9976.0
2010-07-21,9992.15
2010-07-22,10060.25
2010-07-23,10093.9
2010-07-26,10024.0
2010-07-27,10090.65
2010-07-28,10068.15
2010-07-29,10179.7
2010-07-30,10161.0
2010-08-02,10411.5
2010-08-03,10502.65
2010-08-04,10489.3
2010-08-05,10454.9
2010-08-06,10383.65
2010-08-09,10524.1
2010-08-10,10519.95
2010-08-11,10428.65
2010-08-12,10583.65
2010-08-13,10737.35
2010-08-16,10680.55
2010-08-17,10770.25
2010-08-18,10894.05
2010-08-19,11110.5
2010-08-20,11033.75
2010-08-23,11095.5
2010-08-24,11043.0
2010-08-25,10937.85
2010-08-26,10981.7
2010-08-27,10727.45
2010-08-30,10747.25
2010-08-31,10746.35
2010-09-01,10879.75
2010-09-02,10980.6
2010-09-03,10991.2
2010-09-06,11218.8
2010-09-07,11192.95
2010-09-08,11190.05
2010-09-09,11446.7
2010-09-13,11872.85
2010-09-14,11928.35
2010-09-15,11987.6
2010-09-16,12032.05
2010-09-17,12104.1
2010-09-20,12251.2
2010-09-21,12244.95
2010-09-22,12305.7
2010-09-23,12146.3
2010-09-24,12263.55
2010-09-27,12253.2
2010-09-28,12272.4
2010-09-29,12237.55
2010-09-30,12366.35
2010-10-01,12556.75
2010-10-04,12651.3
2010-10-05,12596.5
2010-10-06,12629.2
2010-10-07,12536.6
2010-10-08,12473.4
2010-10-11,12513.0
2010-10-12,12461.8
2010-10-13,12745.0
2010-10-14,12598.85
2010-10-15,12346.45
2010-10-18,12331.3
2010-10-19,12245.65
2010-10-20,12176.5
2010-10-21,12435.8
2010-10-22,12384.8
2010-10-25,12424.7
2010-10-26,12332.65
2010-10-27,12182.65
2010-10-28,12105.3
2010-10-29,12330.75
2010-11-01,12734.9
2010-11-02,12770.9
2010-11-03,12891.8
2010-11-04,13182.9
2010-11-05,13268.7
2010-11-08,13105.1
2010-11-09,13121.35
2010-11-10,13007.1
2010-11-11,12823.6
2010-11-12,12457.3
2010-11-15,12762.15
2010-11-16,12524.45
2010-11-18,12315.15
2010-11-19,12062.95
2010-11-22,12390.1
2010-11-23,12206.45
2010-11-24,11842.55
2010-11-25,11652.4
2010-11-26,11668.85
2010-11-29,11828.35
2010-11-30,11952.6
2010-12-01,12310.75
2010-12-02,12472.6
2010-12-03,12349.2
2010-12-06,12051.2
2010-12-07,11695.3
2010-12-08,11460.2
2010-12-09,11116.05
2010-12-10,11447.0
2010-12-13,11518.1
2010-12-14,11560.5
2010-12-15,11196.3
2010-12-16,11424.15
2010-12-20,11267.1
2010-12-21,11537.25
2010-12-22,11467.7
2010-12-23,11469.05
2010-12-24,11477.05
2010-12-27,11470.95
2010-12-28,11427.3
2010-12-29,11612.9
2010-12-30,11629.3
2010-12-31,11791.45
2011-01-03,11855.75
2011-01-04,11564.05
2011-01-05,11305.45
2011-01-06,11186.8
2011-01-07,11053.35
2011-01-10,10700.65
2011-01-11,10833.55
2011-01-12,11128.15
2011-01-13,10716.65
2011-01-14,10432.9
2011-01-17,10471.1
2011-01-18,10618.5
2011-01-19,10615.15
2011-01-20,10798.35
2011-01-21,10889.4
2011-01-24,11151.15
2011-01-25,10872.95
2011-01-27,10676.15
2011-01-28,10578.25
2011-01-31,10641.85
2011-02-01,10481.2
2011-02-02,10470.15
2011-02-03,10670.6
2011-02-04,10433.85
2011-02-07,10384.05
2011-02-08,10147.75
2011-02-09,10116.65
2011-02-10,10074.1
2011-02-11,10447.75
2011-02-14,10802.55
2011-02-15,10959.7
2011-02-16,10960.7
2011-02-17,11134.7
2011-02-18,10949.7
2011-02-21,11050.1
2011-02-22,10836.8
2011-02-23,10646.45
2011-02-24,10210.75
2011-02-25,10435.85
2011-02-28,10435.35
2011-03-01,10885.4
2011-03-03,10914.5
2011-03-04,10963.4
2011-03-07,10782.25
2011-03-08,10931.55
2011-03-09,10974.8
2011-03-10,10850.25
2011-03-11,10740.95
2011-03-14,10893.25
2011-03-15,10725.8
2011-03-16,10957.6
2011-03-17,10851.95
2011-03-18,10715.9
2011-03-21,10723.6
2011-03-22,10771.3
2011-03-23,10958.1
2011-03-24,11070.35
2011-03-25,11387.3
2011-03-28,11523.4
2011-03-29,11582.5
2011-03-30,11765.2
2011-03-31,11705.45
2011-04-01,11590.95
2011-04-04,11804.3
2011-04-05,11798.9
2011-04-06,11730.05
2011-04-07,11754.4
2011-04-08,11673.25
2011-04-11,11597.8
2011-04-13,11839.5
2011-04-15,11735.65
2011-04-18,11539.75
2011-04-19,11586.75
2011-04-20,11794.55
2011-04-21,11894.75
2011-04-25,11879.0
2011-04-26,11867.7
2011-04-27,11779.85
2011-04-28,11684.8
2011-04-29,11483.75
2011-05-02,11243.8
2011-05-03,10898.3
2011-05-04,10913.35
2011-05-05,10730.1
2011-05-06,11145.1
2011-05-09,11076.5
2011-05-10,11009.4
2011-05-11,11059.05
2011-05-12,10887.45
2011-05-13,11020.95
2011-05-16,10912.35
2011-05-17,10668.85
2011-05-18,10599.05
2011-05-19,10558.35
2011-05-20,10664.1
2011-05-23,10368.25
2011-05-24,10425.55
2011-05-25,10355.8
2011-05-26,10468.3
2011-05-27,10722.65
2011-05-30,10781.45
2011-05-31,11020.85
2011-06-01,11033.4
2011-06-02,10839.25
2011-06-03,10782.0
2011-06-06,10854.65
2011-06-07,10873.45
2011-06-08,10791.45
2011-06-09,10785.4
2011-06-10,10714.25
2011-06-13,10717.5
2011-06-14,10803.95
2011-06-15,10626.65
2011-06-16,10572.15
2011-06-17,10598.25
2011-06-20,10484.3
2011-06-21,10459.15
2011-06-22,10475.2
2011-06-23,10526.45
2011-06-24,10854.5
2011-06-27,11032.5
2011-06-28,11054.05
2011-06-29,11153.35
2011-06-30,11244.65
2011-07-01,11255.0
2011-07-04,11379.8
2011-07-05,11406.1
2011-07-06,11283.05
2011-07-07,11426.1
2011-07-08,11285.15
2011-07-11,11135.5
2011-07-12,11022.55
2011-07-13,11142.25
2011-07-14,11263.8
2011-07-15,11234.55
2011-07-18,11228.85
2011-07-19,11313.85
2011-07-20,11164.7
2011-07-21,11049.8
2011-07-22,11291.95
2011-07-25,11391.8
2011-07-26,11114.55
2011-07-27,11000.15
2011-07-28,10828.5
2011-07-29,10893.65
2011-08-01,10939.0
2011-08-02,10743.3
2011-08-03,10639.55
2011-08-04,10537.05
2011-08-05,10354.5
2011-08-08,10232.3
2011-08-09,10196.55
2011-08-10,10463.2
2011-08-11,10338.8
2011-08-12,10182.7
2011-08-16,10056.4
2011-08-17,9953.2
2011-08-18,9601.5
2011-08-19,9404.85
2011-08-22,9407.35
2011-08-23,9488.7
2011-08-24,9331.85
2011-08-25,9177.25
2011-08-26,8974.55
2011-08-29,9342.45
2011-08-30,9533.4
2011-09-02,9581.35
2011-09-05,9614.05
2011-09-06,9657.6
2011-09-07,9858.9
2011-09-08,9920.05
2011-09-09,9678.7
2011-09-12,9395.25
2011-09-13,9339.7
2011-09-14,9472.45
2011-09-15,9660.35
2011-09-16,9720.25
2011-09-19,9583.55
2011-09-20,9812.7
2011-09-21,9929.0
2011-09-22,9520.6
2011-09-23,9375.7
2011-09-26,9384.5
2011-09-27,9619.95
2011-09-28,9512.15
2011-09-29,9653.4
2011-09-30,9468.3
2011-10-03,9185.9
2011-10-04,8913.35
2011-10-05,8701.3
2011-10-07,9038.25
2011-10-10,9168.9
2011-10-11,9178.65
2011-10-12,9482.3
2011-10-13,9591.25
2011-10-14,9660.4
2011-10-17,9721.3
2011-10-18,9583.9
2011-10-19,9841.35
2011-10-20,9746.4
2011-10-21,9695.35
2011-10-24,9647.85
2011-10-25,9511.6
2011-10-26,9546.6
2011-10-28,9917.05
2011-10-31,9989.65
2011-11-01,9822.25
2011-11-02,9781.05
2011-11-03,9782.5
2011-11-04,9836.35
2011-11-08,9852.55
2011-11-09,9592.65
2011-11-11,9292.55
2011-11-14,9275.0
2011-11-15,9085.7
2011-11-16,9061.55
2011-11-17,8930.9
2011-11-18,8850.25
2011-11-21,8554.15
2011-11-22,8611.7
2011-11-23,8399.3
2011-11-24,8472.5
2011-11-25,8488.6
2011-11-28,8793.15
2011-11-29,8623.9
2011-11-30,8564.1
2011-12-01,8895.3
2011-12-02,9172.75
2011-12-05,9173.75
2011-12-07,9176.25
2011-12-08,8915.7
2011-12-09,8811.1
2011-12-12,8543.4
2011-12-13,8571.95
2011-12-14,8533.0
2011-12-15,8445.1
2011-12-16,8171.9
2011-12-19,7920.75
2011-12-20,7798.55
2011-12-21,8189.15
2011-12-22,8384.65
2011-12-23,8296.45
2011-12-26,8374.55
2011-12-27,8275.5
2011-12-28,8111.4
2011-12-29,8027.4
2011-12-30,7968.65
2012-01-02,7995.05
2012-01-03,8340.3
2012-01-04,8408.4
2012-01-05,8454.9
2012-01-06,8488.25
2012-01-07,8452.8
2012-01-09,8481.35
2012-01-10,8735.05
2012-01-11,8839.7
2012-01-12,8930.25
2012-01-13,8975.05
2012-01-16,8940.25
2012-01-17,9056.7
2012-01-18,9023.4
2012-01-19,9199.4
2012-01-20,9516.85
2012-01-23,9520.3
2012-01-24,9834.0
2012-01-25,9856.6
2012-01-27,9813.65
2012-01-30,9537.1
2012-01-31,9919.45
2012-02-01,9949.1
2012-02-02,9992.05
2012-02-03,10133.65
2012-02-06,10269.25
2012-02-07,10324.6
2012-02-08,10320.1
2012-02-09,10507.6
2012-02-10,10442.65
2012-02-13,10473.6
2012-02-14,10556.65
2012-02-15,10930.7
2012-02-16,10921.9
2012-02-17,11074.9
2012-02-21,11170.4
2012-02-22,10747.15
2012-02-23,10713.35
2012-02-24,10506.8
2012-02-27,10103.95
2012-02-28,10484.0
2012-02-29,10414.2
2012-03-01,10288.9
2012-03-02,10434.3
2012-03-03,10450.25
2012-03-05,10178.85
2012-03-06,10058.15
2012-03-07,10132.85
2012-03-09,10505.65
2012-03-12,10625.65
2012-03-13,10686.2
2012-03-14,10889.7
2012-03-15,10595.0
2012-03-16,10391.35
2012-03-19,10188.85
2012-03-20,10281.6
2012-03-21,10524.45
2012-03-22,10173.55
2012-03-23,10294.55
2012-03-26,10043.5
2012-03-27,10148.85
2012-03-28,9960.4
2012-03-29,9927.65
2012-03-30,10212.75
2012-04-02,10305.35
2012-04-03,10432.6
2012-04-04,10340.1
2012-04-09,10131.6
2012-04-10,10196.05
2012-04-11,10214.25
2012-04-12,10400.7
2012-04-13,10306.25
2012-04-16,10432.7
2012-04-17,10519.55
2012-04-18,10512.45
2012-04-19,10567.9
2012-04-20,10456.5
2012-04-23,10243.15
2012-04-24,10215.15
2012-04-25,10159.85
2012-04-26,10128.0
2012-04-27,10148.7
2012-04-28,10212.65
2012-04-30,10276.8
2012-05-02,10306.6
2012-05-03,10126.55
2012-05-04,9802.35
2012-05-07,9876.35
2012-05-08,9588.75
2012-05-09,9404.8
2012-05-10,9410.9
2012-05-11,9398.1
2012-05-14,9257.65
2012-05-15,9319.7
2012-05-16,9164.25
2012-05-17,9154.2
2012-05-18,9310.25
2012-05-21,9412.0
2012-05-22,9268.8
2012-05-23,9209.9
2012-05-24,9437.6
2012-05-25,9456.3
2012-05-28,9698.3
2012-05-29,9708.1
2012-05-30,9534.05
2012-05-31,9441.0
2012-06-01,9267.6
2012-06-04,9362.3
2012-06-05,9460.15
2012-06-06,9742.8
2012-06-07,9950.9
2012-06-08,9998.85
2012-06-11,9969.2
2012-06-12,10139.2
2012-06-13,10128.15
2012-06-14,9836.95
2012-06-15,10064.8
2012-06-18,9749.9
2012-06-19,9786.45
2012-06-20,9831.8
2012-06-21,10033.65
2012-06-22,10038.35
2012-06-25,9925.75
2012-06-26,9970.1
2012-06-27,10017.8
2012-06-28,10003.85
2012-06-29,10340.65
2012-07-02,10412.2
2012-07-03,10481.3
2012-07-04,10529.45
2012-07-05,10641.9
2012-07-06,10655.35
2012-07-09,10588.05
2012-07-10,10751.55
2012-07-11,10713.3
2012-07-12,10616.3
2012-07-13,10594.45
2012-07-16,10568.2
2012-07-17,10558.05
2012-07-18,10607.1
2012-07-19,10622.05
2012-07-20,10481.6
2012-07-23,10274.6
2012-07-24,10299.0
2012-07-25,10267.85
2012-07-26,10083.8
2012-07-27,10140.55
2012-07-30,10412.15
2012-07-31,10384.1
2012-08-01,10419.9
2012-08-02,10379.6
2012-08-03,10315.6
2012-08-06,10462.4
2012-08-07,10591.95
2012-08-08,10529.25
2012-08-09,10445.9
2012-08-10,10358.95
2012-08-13,10401.3
2012-08-14,10519.15
2012-08-16,10426.75
2012-08-17,10417.9
2012-08-21,10469.5
2012-08-22,10472.2
2012-08-23,10457.7
2012-08-24,10332.85
2012-08-27,10150.4
2012-08-28,10059.4
2012-08-29,10011.9
2012-08-30,10085.2
2012-08-31,9990.5
2012-09-03,9963.0
2012-09-04,10020.65
2012-09-05,9827.9
2012-09-06,9893.15
2012-09-07,10122.0
2012-09-08,10147.05
2012-09-10,10069.85
2012-09-11,10135.9
2012-09-12,10183.45
2012-09-13,10207.8
2012-09-14,10642.9
2012-09-17,10981.65
2012-09-18,11043.5
2012-09-20,10920.8
2012-09-21,11358.5
2012-09-24,11423.5
2012-09-25,11420.75
2012-09-26,11427.25
2012-09-27,11419.45
2012-09-28,11456.8
2012-10-01,11420.45
2012-10-03,11414.95
2012-10-04,11636.05
2012-10-05,11511.4
2012-10-08,11362.2
2012-10-09,11446.1
2012-10-10,11291.5
2012-10-11,11431.3
2012-10-12,11388.45
2012-10-15,11441.8
2012-10-16,11348.0
2012-10-17,11358.25
2012-10-18,11586.35
2012-10-19,11491.2
2012-10-22,11607.4
2012-10-23,11578.15
2012-10-25,11614.5
2012-10-26,11509.15
2012-10-29,11472.15
2012-10-30,11203.0
2012-10-31,11268.8
2012-11-01,11315.05
2012-11-02,11460.45
2012-11-05,11475.15
2012-11-06,11539.05
2012-11-07,11665.5
2012-11-08,11613.55
2012-11-09,11475.6
2012-11-12,11583.85
2012-11-13,11533.9
2012-11-15,11521.4
2012-11-16,11335.5
2012-11-19,11306.95
2012-11-20,11318.3
2012-11-21,11465.35
2012-11-22,11508.35
2012-11-23,11475.8
2012-11-26,11432.45
2012-11-27,11657.4
2012-11-29,11992.8
2012-11-30,12158.9
2012-12-03,12103.9
2012-12-04,12197.15
2012-12-05,12281.6
2012-12-06,12427.55
2012-12-07,12363.7
2012-12-10,12381.65
2012-12-11,12344.6
2012-12-12,12301.7
2012-12-13,12269.15
2012-12-14,12424.7
2012-12-17,12427.45
2012-12-18,12477.15
2012-12-19,12510.25
2012-12-20,12486.5
2012-12-21,12315.05
2012-12-24,12317.7
2012-12-26,12479.45
2012-12-27,12459.7
2012-12-28,12458.15
2012-12-31,12474.25
2013-01-01,12654.15
2013-01-02,12786.85
2013-01-03,12778.15
2013-01-04,12787.35
2013-01-07,12708.7
2013-01-08,12725.5
2013-01-09,12718.0
2013-01-10,12802.25
2013-01-11,12617.85
2013-01-14,12758.75
2013-01-15,12855.4
2013-01-16,12638.5
2013-01-17,12649.6
2013-01-18,12680.0
2013-01-21,12651.35
2013-01-22,12574.35
2013-01-23,12635.2
2013-01-24,12561.4
2013-01-25,12693.25
2013-01-28,12781.35
2013-01-29,12722.8
2013-01-30,12767.5
2013-01-31,12708.6
2013-02-01,12606.25
2013-02-04,12548.35
2013-02-05,12467.75
2013-02-06,12417.7
2013-02-07,12349.3
2013-02-08,12280.15
2013-02-11,12333.0
2013-02-12,12405.25
2013-02-13,12385.1
2013-02-14,12311.3
2013-02-15,12336.55
2013-02-18,12347.2
2013-02-19,12413.65
2013-02-20,12363.7
2013-02-21,12055.5
2013-02-22,12068.95
2013-02-25,12037.3
2013-02-26,11844.85
2013-02-27,11930.5
2013-02-28,11487.35
2013-03-01,11540.05
2013-03-04,11575.6
2013-03-05,11792.05
2013-03-06,11876.2
2013-03-07,11970.25
2013-03-08,12197.25
2013-03-11,12165.4
2013-03-12,12054.5
2013-03-13,11777.5
2013-03-14,12020.75
2013-03-15,11816.55
2013-03-18,11735.5
2013-03-19,11508.05
2013-03-20,11254.85
2013-03-21,11238.35
2013-03-22,11204.05
2013-03-25,11125.65
2013-03-26,11163.45
2013-03-28,11361.85
2013-04-01,11425.55
2013-04-02,11523.4
2013-04-03,11344.1
2013-04-04,11126.25
2013-04-05,11098.95
2013-04-08,11012.65
2013-04-09,10929.15
2013-04-10,11122.25
2013-04-11,11306.5
2013-04-12,11410.1
2013-04-15,11526.25
2013-04-16,11871.6
2013-04-17,11981.05
2013-04-18,12288.25
2013-04-22,12576.2
2013-04-23,12543.4
2013-04-25,12726.85
2013-04-26,12533.15
2013-04-29,12609.15
2013-04-30,12561.55
2013-05-02,12709.95
2013-05-03,12393.6
2013-05-06,12396.4
2013-05-07,12631.5
2013-05-08,12643.05
2013-05-09,12596.3
2013-05-10,12752.3
2013-05-11,12780.15
2013-05-13,12568.85
2013-05-14,12583.6
2013-05-15,13077.9
2013-05-16,13239.45
2013-05-17,13317.1
2013-05-20,13181.5
2013-05-21,13066.5
2013-05-22,13008.25
2013-05-23,12636.5
2013-05-24,12769.35
2013-05-27,12961.55
2013-05-28,12950.0
2013-05-29,12853.2
2013-05-30,12805.9
2013-05-31,12475.65
2013-06-03,12402.1
2013-06-04,12275.1
2013-06-05,12289.35
2013-06-06,12398.4
2013-06-07,12231.5
2013-06-10,12087.05
2013-06-11,11820.5
2013-06-12,11814.85
2013-06-13,11686.75
2013-06-14,11922.85
2013-06-17,11971.05
2013-06-18,11820.95
2013-06-19,11852.65
2013-06-20,11375.4
2013-06-21,11340.15
2013-06-24,11178.3
2013-06-25,11181.05
2013-06-26,11066.55
2013-06-27,11235.75
2013-06-28,11617.25
2013-07-01,11714.9
2013-07-02,11614.25
2013-07-03,11357.8
2013-07-04,11381.2
2013-07-05,11434.3
2013-07-08,11283.3
2013-07-09,11442.45
2013-07-10,11364.45
2013-07-11,11655.3
2013-07-12,11722.8
2013-07-15,11790.25
2013-07-16,11226.15
2013-07-17,10971.6
2013-07-18,11187.7
2013-07-19,10973.9
2013-07-22,11086.95
2013-07-23,11239.7
2013-07-24,10720.15
2013-07-25,10614.0
2013-07-26,10465.25
2013-07-29,10331.0
2013-07-30,10209.55
2013-07-31,10015.75
2013-08-01,10142.95
2013-08-02,9997.8
2013-08-05,10094.9
2013-08-06,9703.1
2013-08-07,9757.25
2013-08-08,9816.4
2013-08-12,9711.4
2013-08-13,9985.65
2013-08-14,10026.4
2013-08-16,9450.85
2013-08-19,9145.0
2013-08-20,9218.95
2013-08-21,9264.4
2013-08-22,9268.9
2013-08-23,9470.1
2013-08-26,9373.55
2013-08-27,8870.5
2013-08-28,8760.85
2013-08-29,8904.6
2013-08-30,9049.2
2013-09-02,9139.5
2013-09-03,8664.2
2013-09-04,8845.75
2013-09-05,9682.4
2013-09-06,9961.4
2013-09-10,10188.25
2013-09-11,10369.1
2013-09-12,10158.55
2013-09-13,10180.45
2013-09-16,10368.4
2013-09-17,10279.6
2013-09-18,10447.85
2013-09-19,11148.65
2013-09-20,10686.8
2013-09-23,10211.7
2013-09-24,10175.9
2013-09-25,10081.7
2013-09-26,10098.25
2013-09-27,9899.75
2013-09-30,9617.8
2013-10-01,9883.3
2013-10-03,10222.95
2013-10-04,10197.15
2013-10-07,10082.1
2013-10-08,10141.45
2013-10-09,10334.95
2013-10-10,10288.95
2013-10-11,10622.15
2013-10-14,10665.25
2013-10-15,10389.25
2013-10-17,10336.55
2013-10-18,10744.9
2013-10-21,10797.55
2013-10-22,10809.1
2013-10-23,10880.65
2013-10-24,10902.45
2013-10-25,10896.5
2013-10-28,10773.2
2013-10-29,11241.65
2013-10-30,11249.35
2013-10-31,11473.15
2013-11-01,11628.65
2013-11-03,11614.05
2013-11-05,11498.9
2013-11-06,11292.55
2013-11-07,11054.9
2013-11-08,10913.15
2013-11-11,10758.45
2013-11-12,10583.05
2013-11-13,10523.35
2013-11-14,10811.2
2013-11-18,11142.3
2013-11-19,11187.85
2013-11-20,10967.15
2013-11-21,10706.9
2013-11-22,10677.35
2013-11-25,11083.4
2013-11-26,10909.35
2013-11-27,10899.3
2013-11-28,10906.75
2013-11-29,11153.95
2013-12-02,11284.35
2013-12-03,11211.3
2013-12-04,11156.75
2013-12-05,11665.1
2013-12-06,11720.2
2013-12-09,12065.9
2013-12-10,11843.45
2013-12-11,11784.35
2013-12-12,11635.5
2013-12-13,11366.9
2013-12-16,11372.95
2013-12-17,11208.65
2013-12-18,11357.9
2013-12-19,11087.45
2013-12-20,11292.35
2013-12-23,11378.5
2013-12-24,11330.65
2013-12-26,11385.75
2013-12-27,11459.7
2013-12-30,11376.0
2013-12-31,11385.25
2014-01-01,11385.6
2014-01-02,11183.2
2014-01-03,11181.65
2014-01-06,11049.05
2014-01-07,11036.75
2014-01-08,11053.7
2014-01-09,10970.45
2014-01-10,10805.3
2014-01-13,11021.6
2014-01-14,10948.9
2014-01-15,11125.4
2014-01-16,11092.55
2014-01-17,10911.35
2014-01-20,11007.5
2014-01-21,11171.5
2014-01-22,11207.35
2014-01-23,11199.0
2014-01-24,10982.4
2014-01-27,10540.4
2014-01-28,10507.6
2014-01-29,10437.75
